id,title,city,locality,area_sqft,bhk,floor,total_floors,furnished,amenities,latitude,longitude,rent_per_month,maintenance,deposit,listed_on,contact_available,url
f4c40744-87a6-4f4a-aa0a-f053492671a4,3 BHK Flat in Mumbai - Area 1709.4 sq.ft,Mumbai,Mahim,1709.4,3,16,20,Furnished,PowerBackup|Garden,18.973307,72.960885,14118.86,2461,42357,2025-03-17,True,https://example.com/listing/10
5df77947-29cb-4584-b6bb-dbb964765b55,3 BHK Flat in Mumbai - Area 348.5 sq.ft,Mumbai,Goregaon,348.5,3,9,12,Semi-Furnished,Security|PowerBackup,19.048244,72.808271,2912.79,3071,11651,2025-01-01,True,https://example.com/listing/11
7cd1d1a1-cebb-4b3c-8e16-64e2a76751e5,1 BHK Flat in Mumbai - Area 1420.2 sq.ft,Mumbai,Goregaon,1420.2,1,24,12,Unfurnished,Pool|Gym|Garden,18.997397,72.886593,8364.93,4839,16730,2025-01-17,True,https://example.com/listing/12
505882a1-436a-4bd4-86d3-37c05bdc00aa,1 BHK Flat in Mumbai - Area 2051.8 sq.ft,Mumbai,Mahim,2051.8,1,9,25,Furnished,,18.933764,72.6966,9041.14,4942,18082,2025-11-23,True,https://example.com/listing/13
2898ac28-5859-460e-a9ed-e047cee1afb4,4 BHK Flat in Mumbai - Area 1537.5 sq.ft,Mumbai,Malad,1537.5,4,15,7,Semi-Furnished,,18.873617,72.821272,8644.34,5808,43222,2025-01-14,False,https://example.com/listing/14
fcf1d1fb-0328-4265-9569-5a71fca09cf9,3 BHK Flat in Mumbai - Area 1811.2 sq.ft,Mumbai,Mahim,1811.2,3,13,7,Semi-Furnished,PowerBackup|Security|Garden,18.816436,72.885042,8904.33,3338,17809,2025-05-06,False,https://example.com/listing/15
c8fe59f2-a3c3-4ce8-9bcb-6460376ca3d0,4 BHK Flat in Mumbai - Area 1715.4 sq.ft,Mumbai,Dadar,1715.4,4,2,4,Unfurnished,Security|Gym|Garden|Parking,18.956588,72.811916,12877.9,6819,25756,2025-05-02,True,https://example.com/listing/16
0412701f-050c-4806-8593-083b41c3ebdb,1 BHK Flat in Mumbai - Area 1069.7 sq.ft,Mumbai,Malad,1069.7,1,30,12,Furnished,Garden|Gym,19.111336,72.799154,7640.99,3070,22923,2025-05-28,True,https://example.com/listing/17
d230f93a-b456-4427-a0e0-7c5f987c7b33,2 BHK Flat in Mumbai - Area 1148.1 sq.ft,Mumbai,Bandra,1148.1,2,4,6,Semi-Furnished,Pool|Lift,18.996534,72.646294,5724.65,6777,22899,2025-05-11,True,https://example.com/listing/18
036d00b4-83b9-43b7-9f7b-9c7c75879564,1 BHK Flat in Mumbai - Area 487.2 sq.ft,Mumbai,Goregaon,487.2,1,13,7,Furnished,Security,19.035791,72.628717,3697.35,3638,7395,2025-02-23,True,https://example.com/listing/19
a4f22cc2-10e9-4de2-8d38-74cdb4b487db,3 BHK Flat in Mumbai - Area 1100.5 sq.ft,Mumbai,Dadar,1100.5,3,29,4,Unfurnished,,19.009937,72.82313,6517.88,3652,19554,2025-08-25,True,https://example.com/listing/20
8535cf4f-0f97-461e-bd81-ba55e584f744,4 BHK Flat in Mumbai - Area 1345.3 sq.ft,Mumbai,Malad,1345.3,4,20,6,Unfurnished,,18.935025,72.712955,8050.12,4369,32200,2025-02-04,True,https://example.com/listing/21
e9817daa-f76f-4b52-9d74-e9b4ee849ff3,1 BHK Flat in Mumbai - Area 1943.3 sq.ft,Mumbai,Dadar,1943.3,1,13,7,Furnished,Security|Parking|PowerBackup,18.842664,72.932201,17227.66,4214,86138,2025-08-16,True,https://example.com/listing/22
7eb88bad-eae7-445c-ae1f-675517cea661,4 BHK Flat in Mumbai - Area 1997.8 sq.ft,Mumbai,Malad,1997.8,4,2,25,Semi-Furnished,ClubHouse,19.124849,72.615113,17530.81,2792,52592,2025-09-26,True,https://example.com/listing/23
d9762ac2-7c75-41a3-b3d9-d9ade320cf7d,2 BHK Flat in Mumbai - Area 1474.3 sq.ft,Mumbai,Goregaon,1474.3,2,3,6,Furnished,ClubHouse|Garden|Gym,18.882023,72.646729,10967.26,5566,32902,2025-12-04,False,https://example.com/listing/24
8e58d11a-505f-4351-b1e9-f97ec61ff7ea,2 BHK Flat in Mumbai - Area 659.5 sq.ft,Mumbai,Malad,659.5,2,4,8,Unfurnished,ClubHouse|Garden|PowerBackup|Security,19.032873,72.998596,5020.58,3025,20082,2025-05-17,True,https://example.com/listing/25
5ac72899-7683-4ea1-b0a7-fa8fea050eb9,1 BHK Flat in Mumbai - Area 1863.2 sq.ft,Mumbai,Dadar,1863.2,1,10,5,Semi-Furnished,Lift,18.852999,72.937369,13348.17,4729,66741,2025-12-02,True,https://example.com/listing/26
55c7df4b-0270-4320-bdf9-403efa9bc7eb,2 BHK Flat in Mumbai - Area 1311.8 sq.ft,Mumbai,Powai,1311.8,2,7,5,Furnished,Garden|Pool|Security|Lift,18.839186,72.660373,11787.63,2822,23575,2025-01-29,True,https://example.com/listing/27
f9d456ca-96ab-49fe-a75c-0becce43ef58,3 BHK Flat in Mumbai - Area 1398.7 sq.ft,Mumbai,Andheri,1398.7,3,17,7,Unfurnished,ClubHouse|Gym|Garden|Pool,18.948909,72.64728,8189.34,3891,32757,2025-02-05,False,https://example.com/listing/28
c10f1465-bd1d-4baf-8670-da54e3380d70,4 BHK Flat in Mumbai - Area 1943.3 sq.ft,Mumbai,Bandra,1943.3,4,7,8,Semi-Furnished,,18.850882,72.754796,13338.46,4756,53354,2025-12-27,True,https://example.com/listing/29
05b2cfe4-83d3-4444-b0b6-aa9cff0a452f,1 BHK Flat in Mumbai - Area 1052.0 sq.ft,Mumbai,Mahim,1052.0,1,15,7,Furnished,,19.072908,72.835113,5721.14,6836,22885,2025-09-18,True,https://example.com/listing/30
8ef9b886-381e-4d01-afd4-df2660c4f51d,3 BHK Flat in Mumbai - Area 1192.0 sq.ft,Mumbai,Malad,1192.0,3,12,25,Unfurnished,ClubHouse|PowerBackup|Pool,18.940375,72.86529,6716.43,5984,33582,2025-06-27,False,https://example.com/listing/31
2bd5f328-e3b5-4a0e-9daa-2ee03eedb69c,4 BHK Flat in Mumbai - Area 634.1 sq.ft,Mumbai,Juhu,634.1,4,21,25,Unfurnished,PowerBackup|Garden|Gym,19.09365,72.854537,5619.29,3678,28096,2025-07-16,True,https://example.com/listing/32
915e84f8-e42e-477d-b4dd-1dcc1b60a4d3,1 BHK Flat in Mumbai - Area 1889.8 sq.ft,Mumbai,Malad,1889.8,1,22,4,Furnished,Gym|Lift,18.993939,72.82013,11556.14,3336,57781,2025-11-09,True,https://example.com/listing/33
ef27ad36-8242-442b-a857-ffdae4ae1844,3 BHK Flat in Mumbai - Area 1722.0 sq.ft,Mumbai,Dadar,1722.0,3,4,20,Unfurnished,Gym|Pool|ClubHouse,19.137253,72.820202,7427.06,5455,29708,2025-06-21,True,https://example.com/listing/34
671bde0d-f1d1-4648-ab58-c10f3279dd98,3 BHK Flat in Mumbai - Area 1915.0 sq.ft,Mumbai,Juhu,1915.0,3,26,15,Unfurnished,Garden|Security|Gym,19.154885,72.981605,11327.18,3152,33982,2025-08-14,True,https://example.com/listing/35
919f7274-9489-4a49-898a-819153ad232f,3 BHK Flat in Mumbai - Area 2093.7 sq.ft,Mumbai,Powai,2093.7,3,27,5,Unfurnished,,18.984385,72.779165,11458.88,4583,57294,2025-12-12,True,https://example.com/listing/36
300c6071-8765-4862-9ec1-7dd54238464d,3 BHK Flat in Mumbai - Area 1742.0 sq.ft,Mumbai,Malad,1742.0,3,7,25,Furnished,,18.886829,72.661807,13120.46,3635,52482,2025-05-11,False,https://example.com/listing/37
246cd846-4888-4c0f-b022-c9ce3e2e49dd,3 BHK Flat in Mumbai - Area 1085.2 sq.ft,Mumbai,Andheri,1085.2,3,30,10,Furnished,,19.078667,72.71369,4865.28,5388,14596,2025-03-17,False,https://example.com/listing/38
935abf20-0b8c-467f-be7e-905b7be0009c,2 BHK Flat in Mumbai - Area 1482.8 sq.ft,Mumbai,Malad,1482.8,2,5,4,Unfurnished,PowerBackup|Security|Pool,18.896204,72.947252,11466.78,5159,45867,2025-05-18,True,https://example.com/listing/39
335bb0e1-e838-4ee4-8e02-d9497e6decc7,2 BHK Flat in Mumbai - Area 1560.8 sq.ft,Mumbai,Bandra,1560.8,2,28,10,Semi-Furnished,ClubHouse|Security|Lift,18.956925,72.688027,13101.84,5193,39306,2025-10-10,True,https://example.com/listing/40
d4bdf8ce-3d9c-43bb-8ef4-a83e9b151f2f,1 BHK Flat in Mumbai - Area 2062.8 sq.ft,Mumbai,Dadar,2062.8,1,29,8,Unfurnished,Lift|Security|PowerBackup,18.924278,72.81453,18259.4,4381,54778,2025-05-11,True,https://example.com/listing/41
8aa49ef0-e1f4-43b2-83b9-3be949b66a27,1 BHK Flat in Mumbai - Area 1124.6 sq.ft,Mumbai,Dadar,1124.6,1,24,15,Unfurnished,,19.023556,72.670883,5334.1,5759,21336,2025-04-21,True,https://example.com/listing/42
679f612e-60dd-43c0-bb73-79c350f849ee,4 BHK Flat in Mumbai - Area 1208.0 sq.ft,Mumbai,Juhu,1208.0,4,10,20,Semi-Furnished,Gym|ClubHouse|Lift,19.020288,72.994577,10420.77,7219,31262,2025-10-29,True,https://example.com/listing/43
dedff5d3-3498-45aa-816a-e8ff2b7ee85c,2 BHK Flat in Mumbai - Area 514.6 sq.ft,Mumbai,Powai,514.6,2,12,20,Semi-Furnished,Security|PowerBackup,18.88343,72.960514,4395.49,2039,17582,2025-12-26,True,https://example.com/listing/44
3401ecd9-e235-4828-89eb-d17e001698f8,3 BHK Flat in Mumbai - Area 2430.8 sq.ft,Mumbai,Juhu,2430.8,3,5,7,Unfurnished,Garden,18.825936,72.768639,15723.74,4526,78619,2025-05-24,False,https://example.com/listing/45
3a9eabf6-88e7-4728-b903-6b4342fd7b77,3 BHK Flat in Mumbai - Area 1383.8 sq.ft,Mumbai,Dadar,1383.8,3,30,4,Furnished,PowerBackup|Lift,19.116509,72.999514,10197.33,4352,20395,2025-01-07,False,https://example.com/listing/46
44e5614b-d690-42b7-8d40-66aaee0a9427,3 BHK Flat in Mumbai - Area 1438.5 sq.ft,Mumbai,Andheri,1438.5,3,16,10,Furnished,PowerBackup|Lift|ClubHouse|Parking,19.17632,72.701736,9605.37,4362,19211,2025-05-18,True,https://example.com/listing/47
576289be-569a-44ec-9b54-2555d3784370,2 BHK Flat in Mumbai - Area 2146.0 sq.ft,Mumbai,Juhu,2146.0,2,4,10,Unfurnished,Lift|Gym,19.103785,72.615304,14993.35,4466,59973,2025-04-27,True,https://example.com/listing/48
92871296-7a93-4c0f-bb1c-72b70cde7aa3,1 BHK Flat in Mumbai - Area 2180.1 sq.ft,Mumbai,Juhu,2180.1,1,9,25,Unfurnished,Parking|Pool|ClubHouse,19.157192,72.731588,10131.71,4398,30395,2025-04-01,True,https://example.com/listing/49
63b75fe4-0f67-439c-8bbe-4aaf8566e31f,1 BHK Flat in Mumbai - Area 1870.0 sq.ft,Mumbai,Andheri,1870.0,1,1,6,Unfurnished,,18.877845,72.701146,8266.21,3468,16532,2025-07-31,True,https://example.com/listing/50
7a6affac-8395-4e35-8a2b-ca2fd43744cf,2 BHK Flat in Mumbai - Area 2091.9 sq.ft,Mumbai,Juhu,2091.9,2,29,12,Furnished,Lift|Pool|Gym|Security,18.967002,72.668022,10602.04,4501,42408,2025-11-11,True,https://example.com/listing/51
3d87121a-fac0-4d43-826d-efbca651d363,4 BHK Flat in Mumbai - Area 1235.2 sq.ft,Mumbai,Juhu,1235.2,4,10,20,Furnished,PowerBackup|Gym,19.160761,72.661964,10655.15,2637,53276,2025-03-22,True,https://example.com/listing/52
57c681ea-f871-4ad9-a40f-758fc402a575,1 BHK Flat in Mumbai - Area 453.7 sq.ft,Mumbai,Juhu,453.7,1,15,10,Unfurnished,,19.161954,72.731454,3281.52,4396,9845,2025-12-20,True,https://example.com/listing/53
530a3bcc-0c92-49d7-a89c-c13cc54c84bf,4 BHK Flat in Mumbai - Area 2420.8 sq.ft,Mumbai,Goregaon,2420.8,4,25,20,Unfurnished,ClubHouse|Gym|Parking|Security,19.174299,72.747765,20827.05,3954,83308,2025-05-05,False,https://example.com/listing/54
6e141e73-bd55-4721-b7c5-71b3c183e08a,4 BHK Flat in Mumbai - Area 1246.6 sq.ft,Mumbai,Juhu,1246.6,4,9,7,Unfurnished,Lift|Garden|Gym,19.019808,72.950206,5673.34,3969,17020,2025-06-27,True,https://example.com/listing/55
34f8a793-0c48-40e1-ae57-9f55024280ec,1 BHK Flat in Mumbai - Area 1830.6 sq.ft,Mumbai,Mahim,1830.6,1,6,15,Unfurnished,,18.840023,72.742617,10748.16,6264,32244,2025-07-30,True,https://example.com/listing/56
b563c56f-abc2-47ee-9347-eabaabf19ddb,1 BHK Flat in Mumbai - Area 1354.4 sq.ft,Mumbai,Powai,1354.4,1,6,5,Semi-Furnished,,18.92367,72.971237,11054.19,4093,55271,2025-03-31,True,https://example.com/listing/57
bda69393-c924-4f92-b4d5-702cce3eaa31,3 BHK Flat in Mumbai - Area 717.7 sq.ft,Mumbai,Powai,717.7,3,20,5,Furnished,Gym,18.830534,72.697488,3862.45,4472,11587,2025-04-23,True,https://example.com/listing/58
7e76409f-9a75-4254-b5ff-7e48070cc79d,3 BHK Flat in Mumbai - Area 331.5 sq.ft,Mumbai,Malad,331.5,3,17,15,Unfurnished,Pool|Gym,18.916728,72.915252,2565.84,2769,10263,2025-03-30,False,https://example.com/listing/59
a50134f5-cd56-4dbc-8151-46c784b2d6b9,1 BHK Flat in Mumbai - Area 1437.6 sq.ft,Mumbai,Bandra,1437.6,1,16,10,Unfurnished,,18.899161,72.835799,10049.07,4040,40196,2025-09-04,True,https://example.com/listing/60
d7eb65d5-bcee-41f1-8ca9-712a8365aca9,3 BHK Flat in Mumbai - Area 2188.3 sq.ft,Mumbai,Powai,2188.3,3,30,12,Furnished,Security,19.092018,72.756543,12015.02,6119,24030,2025-05-26,False,https://example.com/listing/61
7043aa31-5afe-4978-8090-5e127cf81c64,3 BHK Flat in Mumbai - Area 2261.2 sq.ft,Mumbai,Dadar,2261.2,3,17,25,Furnished,Security|ClubHouse|Gym|Pool,18.891295,72.945408,18890.04,5651,75560,2025-08-13,True,https://example.com/listing/62
22ce3db0-3454-45e9-b76b-6244e7f59ced,1 BHK Flat in Mumbai - Area 1821.1 sq.ft,Mumbai,Mahim,1821.1,1,2,7,Unfurnished,,19.042728,72.874496,12487.84,514,37464,2025-02-19,False,https://example.com/listing/63
6a09fed5-1203-461d-80d5-7a006a100ee8,4 BHK Flat in Mumbai - Area 250.9 sq.ft,Mumbai,Bandra,250.9,4,5,10,Unfurnished,Garden|Lift,18.997322,72.828916,1898.72,3494,5696,2025-02-26,True,https://example.com/listing/64
ba867d99-f315-46fd-8801-0ee26057e789,2 BHK Flat in Mumbai - Area 936.9 sq.ft,Mumbai,Malad,936.9,2,4,7,Furnished,Gym,19.071592,72.873367,5963.76,4977,29819,2025-04-22,True,https://example.com/listing/65
7fb2652b-bdf4-4c38-a24e-8fe338d92ee4,1 BHK Flat in Mumbai - Area 1274.0 sq.ft,Mumbai,Juhu,1274.0,1,17,6,Furnished,Lift|Parking,19.130967,72.746903,11039.3,4559,33118,2025-05-17,True,https://example.com/listing/66
6d3c03b8-d98f-4b82-b2a8-a4a98ad420d4,1 BHK Flat in Mumbai - Area 447.3 sq.ft,Mumbai,Powai,447.3,1,13,7,Semi-Furnished,Pool|Security|PowerBackup,18.942985,72.613034,3574.36,6238,14297,2025-04-16,False,https://example.com/listing/67
db50cb6c-fa7d-4f80-9540-e519c8c79c41,3 BHK Flat in Mumbai - Area 1210.8 sq.ft,Mumbai,Powai,1210.8,3,14,6,Unfurnished,Lift|Gym|PowerBackup|ClubHouse,19.146805,72.994662,5905.06,2128,29525,2025-10-20,True,https://example.com/listing/68
f2bc7f08-50f7-4b6a-9b13-869840cd65c5,2 BHK Flat in Mumbai - Area 1942.6 sq.ft,Mumbai,Goregaon,1942.6,2,10,5,Semi-Furnished,Pool|Garden|PowerBackup|Gym,19.131715,72.843351,8918.31,3788,26755,2025-11-16,True,https://example.com/listing/69
1e92a7dc-c74b-4ba3-853e-c7524eff7ba6,3 BHK Flat in Mumbai - Area 1896.3 sq.ft,Mumbai,Bandra,1896.3,3,24,10,Furnished,Security|Garden|Gym,18.854795,72.641522,9769.16,6646,39077,2025-04-24,True,https://example.com/listing/70
0d935c48-a342-4e0e-8237-93d1dfd5b9e4,4 BHK Flat in Mumbai - Area 2170.2 sq.ft,Mumbai,Goregaon,2170.2,4,28,4,Unfurnished,,18.997978,72.906301,18790.53,4817,37581,2025-08-03,False,https://example.com/listing/71
5817b6b6-8239-4300-bfbe-e01f4f3d355a,2 BHK Flat in Mumbai - Area 1661.9 sq.ft,Mumbai,Powai,1661.9,2,24,4,Semi-Furnished,ClubHouse|Lift|Parking,19.052538,72.719051,10826.41,5406,43306,2025-03-26,True,https://example.com/listing/72
6a19faee-d895-46f2-bbec-99ac1a7b643b,4 BHK Flat in Mumbai - Area 2125.4 sq.ft,Mumbai,Bandra,2125.4,4,26,25,Unfurnished,PowerBackup,18.823374,72.935539,15542.12,5167,46626,2025-07-20,False,https://example.com/listing/73
b190f20a-f721-419d-8692-1a4e7d05eb6e,1 BHK Flat in Mumbai - Area 568.5 sq.ft,Mumbai,Goregaon,568.5,1,14,25,Semi-Furnished,ClubHouse|Garden|Lift|Parking,19.18577,72.670697,5036.5,5328,20146,2025-01-23,True,https://example.com/listing/74
69bca72d-4f4a-44a7-a49c-9bde10794fb8,1 BHK Flat in Mumbai - Area 1116.0 sq.ft,Mumbai,Dadar,1116.0,1,2,5,Furnished,Parking|Pool,19.132698,72.831591,5065.62,1051,15197,2025-07-30,True,https://example.com/listing/75
064fc371-dbbc-4532-8a30-c3e8592a8e0f,2 BHK Flat in Mumbai - Area 1550.1 sq.ft,Mumbai,Mahim,1550.1,2,29,6,Semi-Furnished,Security|Pool|ClubHouse|PowerBackup,18.965686,72.681777,10751.42,6663,43006,2025-03-25,True,https://example.com/listing/76
b3a2a578-811a-47d2-b5ca-5ec7f76b34ef,4 BHK Flat in Mumbai - Area 483.6 sq.ft,Mumbai,Andheri,483.6,4,28,12,Unfurnished,Lift|Garden|Pool|Security,18.834987,72.81029,3913.5,6236,19568,2025-01-12,True,https://example.com/listing/77
5bdd9c50-6117-43a1-8342-c4a151eb4c86,4 BHK Flat in Mumbai - Area 1245.4 sq.ft,Mumbai,Malad,1245.4,4,14,7,Unfurnished,Pool,18.95849,72.964186,11195.15,6642,55976,2025-04-13,True,https://example.com/listing/78
8a028ee4-f1c5-4b0c-9f68-69a15e177028,1 BHK Flat in Mumbai - Area 2117.9 sq.ft,Mumbai,Mahim,2117.9,1,21,10,Furnished,Garden|Security|Gym,19.154117,72.634491,9129.12,3425,18258,2025-08-09,True,https://example.com/listing/79
951b6a96-c78c-4ed6-8a6f-e679a8d5203b,3 BHK Flat in Mumbai - Area 1251.5 sq.ft,Mumbai,Goregaon,1251.5,3,18,15,Furnished,Parking|ClubHouse,18.97562,72.783443,8458.63,6652,16917,2025-10-09,False,https://example.com/listing/80
e369a9a1-9b22-4b7f-9aae-f3a28567ca15,2 BHK Flat in Mumbai - Area 2203.8 sq.ft,Mumbai,Andheri,2203.8,2,13,25,Unfurnished,Gym|Pool|PowerBackup|Security,18.819411,72.810549,18675.87,4798,74703,2025-01-23,True,https://example.com/listing/81
dc6d5b1d-4d53-40f3-a14d-67145670f802,2 BHK Flat in Mumbai - Area 2180.6 sq.ft,Mumbai,Powai,2180.6,2,7,7,Semi-Furnished,PowerBackup|Security|ClubHouse,18.896669,72.750942,10045.06,5915,50225,2025-08-12,True,https://example.com/listing/82
0dec7460-c7a2-4282-be51-bdcfca364661,1 BHK Flat in Mumbai - Area 1670.9 sq.ft,Mumbai,Bandra,1670.9,1,1,5,Unfurnished,Garden|Parking|Gym|PowerBackup,19.121081,72.634303,9524.85,3519,38099,2025-05-27,True,https://example.com/listing/83
decb8b93-045e-49a7-8b04-21de7b2dfaf6,1 BHK Flat in Mumbai - Area 275.1 sq.ft,Mumbai,Mahim,275.1,1,7,6,Unfurnished,,19.064387,72.951106,1918.04,5880,7672,2025-03-14,True,https://example.com/listing/84
4bdbbaf5-1672-4eb1-928d-62d325c9c7c8,3 BHK Flat in Mumbai - Area 1071.4 sq.ft,Mumbai,Juhu,1071.4,3,9,25,Unfurnished,,19.051472,72.742602,4891.56,1532,19566,2025-12-19,False,https://example.com/listing/85
53f0a183-2816-42c5-86c6-52438a6381d9,3 BHK Flat in Mumbai - Area 969.9 sq.ft,Mumbai,Juhu,969.9,3,17,5,Unfurnished,Security|Lift|Parking,19.169773,72.833164,7180.68,1649,14361,2025-09-15,False,https://example.com/listing/86
1b0eba84-6d68-4195-86e9-86dd0db83017,1 BHK Flat in Mumbai - Area 1352.1 sq.ft,Mumbai,Dadar,1352.1,1,25,12,Semi-Furnished,Security|Parking|PowerBackup,19.01787,72.825379,8126.81,4894,32507,2025-11-28,False,https://example.com/listing/87
856bd127-cab1-49af-9f8b-870431021d14,3 BHK Flat in Mumbai - Area 2272.4 sq.ft,Mumbai,Andheri,2272.4,3,18,15,Semi-Furnished,Pool|ClubHouse|Security|Parking,19.137665,72.81685,15990.01,3914,31980,2025-02-16,True,https://example.com/listing/88
0207d0b7-9588-46de-be6b-48833c65d053,3 BHK Flat in Mumbai - Area 1657.6 sq.ft,Mumbai,Goregaon,1657.6,3,5,25,Semi-Furnished,,19.055906,72.781889,7860.22,5366,39301,2025-04-03,True,https://example.com/listing/89
c6e1c853-ac4d-4b82-b827-fe9e18f9175d,3 BHK Flat in Mumbai - Area 698.9 sq.ft,Mumbai,Mahim,698.9,3,20,10,Furnished,Garden|Parking|Pool|Security,19.028637,72.837224,6047.84,4600,24191,2025-05-27,True,https://example.com/listing/90
aa6eddfe-798b-4c97-a567-f4a857975fd1,2 BHK Flat in Mumbai - Area 1782.8 sq.ft,Mumbai,Powai,1782.8,2,14,5,Semi-Furnished,ClubHouse|Gym|Pool,19.059299,72.81912,15465.5,2228,61862,2025-08-13,True,https://example.com/listing/91
980c36b0-8029-4338-b94a-bfc69d85c9e1,3 BHK Flat in Mumbai - Area 2329.4 sq.ft,Mumbai,Powai,2329.4,3,6,5,Semi-Furnished,PowerBackup,19.019012,72.906544,13331.12,5514,26662,2025-04-07,True,https://example.com/listing/92
89185690-8398-49ce-8e56-4739f18f42e4,3 BHK Flat in Mumbai - Area 1587.0 sq.ft,Mumbai,Dadar,1587.0,3,27,25,Semi-Furnished,Garden|Gym|ClubHouse|Pool,18.899728,72.6763,6794.36,5341,33972,2025-06-16,True,https://example.com/listing/93
b107638b-de3f-46b7-84fd-a2765aeb004e,3 BHK Flat in Mumbai - Area 1206.6 sq.ft,Mumbai,Malad,1206.6,3,21,10,Semi-Furnished,,18.821047,72.821178,8765.4,4933,43827,2025-12-20,True,https://example.com/listing/94
cabb0d62-8809-46ea-94b2-dc53a9f3f108,1 BHK Flat in Mumbai - Area 937.1 sq.ft,Mumbai,Andheri,937.1,1,9,25,Unfurnished,,18.916283,72.788491,5727.38,3088,17182,2025-03-24,True,https://example.com/listing/95
39a50481-407a-4428-9dd6-ed3aa48aa858,2 BHK Flat in Mumbai - Area 2062.8 sq.ft,Mumbai,Juhu,2062.8,2,4,15,Unfurnished,,19.02991,72.896133,10647.99,4436,21296,2025-09-10,False,https://example.com/listing/96
d2582ae3-035b-48c1-abaa-5640e341b0c0,3 BHK Flat in Mumbai - Area 1881.6 sq.ft,Mumbai,Juhu,1881.6,3,26,7,Furnished,,19.02795,72.715245,11114.86,5082,55574,2025-10-20,False,https://example.com/listing/97
9c1efa66-9306-4a7e-99b8-91f6b54b222b,3 BHK Flat in Mumbai - Area 763.2 sq.ft,Mumbai,Juhu,763.2,3,1,8,Semi-Furnished,Security|Pool|Gym,18.994191,72.759278,6042.58,3178,12085,2025-08-23,False,https://example.com/listing/98
6d24c379-ecf7-48aa-9895-f79578a1288d,3 BHK Flat in Mumbai - Area 1911.9 sq.ft,Mumbai,Bandra,1911.9,3,20,4,Semi-Furnished,Lift|Parking|Gym,19.125378,72.720156,12479.54,3088,49918,2025-08-29,True,https://example.com/listing/99
12af05fd-772b-45aa-a4dd-0534cc38fdfa,2 BHK Flat in Mumbai - Area 449.8 sq.ft,Mumbai,Goregaon,449.8,2,12,7,Semi-Furnished,PowerBackup|Security|Parking|Gym,18.854748,72.638292,2395.51,3896,4791,2025-12-16,True,https://example.com/listing/100
a43ed067-e58e-4103-a5ce-bf443bce88aa,3 BHK Flat in Mumbai - Area 960.1 sq.ft,Mumbai,Dadar,960.1,3,8,7,Furnished,Garden|Parking,18.932688,72.736238,6194.51,754,30973,2025-10-23,True,https://example.com/listing/101
